23.3273;-14.6393
-44.3439;56.8501
53.8299;93.4197
33.7668;-4.49257
-59.173;16.4154
60.4794;-92.2957
48.1752;-27.4036
-54.8376;-9.39561
-5.42633;51.6941
12.6138;-11.1641
77.5362;-60.5587
-89.0024;-22.5423
11.204;90.4654
20.0974;-61.7965
4.94936;95.4851
81.5164;71.5192
-88.9208;-86.7598
0.191249;0.461978
0.180253;-0.466378
-0.225571;-0.446226
-0.253147;0.43118
0.288944;-0.408058
0.00444965;0.49998
-0.0806969;0.493445
0.0710919;-0.49492
-0.328478;-0.376964
-0.11549;0.486479
-0.230261;-0.443824
-0.363153;-0.343686
0.0729399;0.494651
32.5318;-11.1689
-40.4791;17.7431
-33.6485;96.971
72.0783;-72.2642
15.5914;-24.7855
-32.0866;43.6296
-78.9091;10.3517
90.7185;54.5254
-56.8574;26.9543
45.8817;77.3862
-3.23064;6.55134
-51.1958;-48.4933
58.6569;18.6011
45.0424;-38.91
56.4083;48.1625
81.2321;6.60923
9.147;61.6745
-58.121;-86.2154
94.5663;-23.0003
98.1232;20.4874
-65.9507;92.4276
87.9035;58.1155
-25.9887;31.7514
3.92923;9.19572
4.89767;8.71853
-3.88782;9.2133
7.13594;-7.0056
-9.61737;-2.73975
-7.40113;-6.72483
1.09087;-9.94032
-6.35904;7.71768
2.30001;-9.7319
0.0205693;9.99998
6.3821;7.69862
-9.20459;3.90839
24.6435;21.0159
26.5388;28.6921
26.9926;28.4684
28.5809;23.2175
25.3494;28.9847
21.7979;22.6028
21.4688;23.121
24.3074;28.9396
25.5178;21.0337
25.9522;28.885
24.393;28.9537
25.1738;21.0038
0.26265;-0.425458
-0.218198;-0.449877
-0.364963;-0.341763
0.102276;0.489428
0.285443;0.410515
0.191249;0.461978
0.180253;-0.466378
-0.225571;-0.446226
-0.253147;0.43118
0.288944;-0.408058
0.00444965;0.49998
-0.0806969;0.493445
0.0710919;-0.49492
-0.328478;-0.376964
-0.11549;0.486479
-0.230261;-0.443824
9.38054;3.46489
-4.26526;-9.04475
-6.17843;-7.86302
4.14881;-9.09876
1.6739;-9.85891
5.94531;8.04073
9.21603;-3.88133
-3.47909;9.37528
5.19024;-8.54759
24.2852;21.0644
28.3585;22.8274
21.6645;22.7922
27.2211;21.6733
25.3094;21.012
26.0659;21.1446
23.4862;21.2975
28.6253;26.6904
24.6435;21.0159
22.5806;21.8147
23.4445;28.6852
24.393;28.9537
25.1738;21.0038
28.7343;26.4336
26.1376;28.8348
24.4427;21.039
-29.0755;-39.576
-18.2311;-95.6477
-98.6318;74.7896
-82.3992;7.97378
-90.1603;-53.5088
-68.7006;-5.60299
-27.2537;9.22325
-65.6534;-11.8958
72.7745;75.5874
-77.1553;52.3594
-75.7525;71.2643
50.4693;81.8048
-1.41067;6.87234
92.413;-86.3002
-13.0256;-50.9557
76.6194;-2.13222
1.55697;-14.8371
55.7096;1.45074
-47.8082;23.0997
-92.675;87.9713
-70.9801;-18.8734
9.13058;4.0783
0.27468;9.99623
5.90512;8.07029
-1.92337;9.81329
-9.89548;1.44205
0.978738;-9.95199
-8.68171;-4.96265
-0.577988;-9.98328
1.89738;-9.81835
-5.9083;-8.06796
3.92923;9.19572
4.89767;8.71853
-3.88782;9.2133
24.3074;28.9396
25.5178;21.0337
25.9522;28.885
22.3882;28.0296
22.8667;21.6164
25.8428;28.9102
28.4236;22.9314
25.3086;28.9881
25.8485;28.909
22.5806;21.8147
-0.108344;-0.48812
0.410922;0.284857
-0.00502109;0.499975
-0.160468;0.47355
-0.0924583;-0.491377
-0.213527;0.452113
0.417951;-0.274439
-0.041836;0.498247
-0.385619;0.318274
0.464982;0.183825
-9.89548;1.44205
0.978738;-9.95199
-8.68171;-4.96265
-0.577988;-9.98328
1.89738;-9.81835
-5.9083;-8.06796
3.92923;9.19572
4.89767;8.71853
-3.88782;9.2133
7.13594;-7.0056
-9.61737;-2.73975
22.3882;28.0296
22.8667;21.6164
25.8428;28.9102
28.4236;22.9314
25.3086;28.9881
25.8485;28.909
22.5806;21.8147
23.4445;28.6852
24.393;28.9537
25.1738;21.0038
21.7979;22.6028
21.4688;23.121
24.3074;28.9396
-21.6773;31.7623
-4.87862;72.8987
89.8067;62.9725
-53.156;13.233
